"","PLOT","ENTRYNO","GID","ENTRY","DESIGNATION","PARENTS","SOURCE","REP","ROW","COLUMN","SEEDING_DATE","FLW","MATURITY","PLTHGT","TILLER","MC","Plotyield.H","MISSHILL","Plotyield.C","Plotyield.Adj","LODGING","Ldg.Sticks","GLH","BPH","BLAST","BB1","BB2","HARVESTDATE","REMARKS","Plotyield.Adj_resid_fixed"
"303",527,"A1421",3425835,"IR12A153","IR 91027-11-2-2-1","IR01A111/IR06M139","A3260",1,"5","35",20130608,88,118,133,14,11.9,2505,NA,2560,2566,NA,NA,5,7,0,"1","7","17-Oct","shb",4.54747350886464e-13
"304",547,"A1422",3425852,"IR12A156","IR 91027-64-2-1-3","IR01A111/IR06M139","A3261",1,"4","52",20130608,88,118,134,17,11.5,2742,NA,2447,2822,"5",NA,5,9,0,"1-3","5","14-Oct","long pan",0
"305",370,"A1423",3425855,"IR12A157","IR 91027-67-3-2-3","IR01A111/IR06M139","A3520",1,"9","60",20130608,92,122,131,16,11.8,1801,NA,2093,1847,"9","S",5,5,0,"1","5","17-Oct",NA,1.36424205265939e-12
"306",392,"A1424",3425858,"IR12A158","IR 91027-77-3-1-3","IR01A111/IR06M139","A3521",1,"9","38",20130608,92,122,142,14,11.6,1761,5,2273,1810,"7","S",5,3,0,"1","5","20-Oct",NA,2.27373675443232e-12
"307",377,"A1425",3426582,"IR12A163","IR 91028-54-2-1-1","IR01A111/MTU 1010","A3522",1,"9","53",20130608,90,120,151,15,11,1793,NA,2303,1856,"9","S",5,3,0,"1","5","17-Oct","shb",1.36424205265939e-12
"308",54,"A1120",3426595,"IR12A164","IR 91028-83-1-2-2","IR01A111/MTU 1010","A3262",1,"9","13",20130608,91,121,145,21,11.8,2100,NA,2993,2154,"5","S",5,3,6,"1","7","17-Oct",NA,4.54747350886464e-13
"309",276,"A1121",3426600,"IR12A165","IR 91028-100-3-2-1","IR01A111/MTU 1010","A3263",1,"2","12",20130608,83,113,143,21,9.1,2757,NA,2927,2914,"9","S",5,1,7,"1","7","10-Oct",NA,0
"310",113,"A1122",3426611,"IR12A166","IR 91028-123-3-3-3","IR01A111/MTU 1010","A3264",1,"7","20",20130608,81,111,124,15,10.3,2807,NA,2815,2928,"3",NA,3,3,7,"1","5","03-Oct","shb",0
"311",206,"A1123",3426644,"IR12A171","IR 91047-45-1-3-3","IR03A550/IR06M139","A3266",1,"4","8",20130608,90,120,124,19,11.4,2630,NA,2447,2710,"9",NA,3,7,0,"1","7","14-Oct",NA,4.54747350886464e-13
"312",13,"A1124",3425923,"IR12A173","IR 91048-72-2-3-5","IR03A550/MTU 1010","A3267",1,"10","13",20130608,85,115,119,28,10.4,3258,NA,3258,3394,"9","S",3,5,4,"1","5","30-Sep",", good PA, erect",4.54747350886464e-13
"313",123,"A1125",3425931,"IR12A175","IR 91048-116-3-3-1","IR03A550/MTU 1010","A3268",1,"7","10",20130608,88,118,121,19,11.7,2849,NA,2664,2925,NA,NA,5,7,5,"1","5","10-Oct",NA,0
"314",330,"A1126",3425938,"IR12A177","IR 91048-133-1-3-2","IR03A550/MTU 1010","A3269",1,"1","1",20130608,83,113,137,20,11.4,2871,NA,2835,2958,"7","S",5,5,5,"1","5","05-Oct",NA,0
"315",345,"A1426",3425948,"IR12A180","IR 91051-22-1-1-3","IRRI 154/BR 29","A3523",1,"10","48",20130608,84,114,124,16,13.4,2044,NA,3680,2058,"9","S",9,7,1,"1","5","10-Oct","BB, ShB;good PA",9.09494701772928e-13
"316",474,"A1563",3425959,"IR12A181","IR 91051-70-1-2-2","IRRI 154/BR 29","A3270",1,"6","45",20130608,85,115,130,16,9.9,2275,NA,2291,2383,"7","S",5,7,1,"7","5","07-Oct","bb, shb",12.9999999999986
"317",488,"A1563",3425959,"IR12A181","IR 91051-70-1-2-2","IRRI 154/BR 29","A3270",2,"6","59",20130608,84,114,129,21,10,2252,NA,2313,2357,"7","S",NA,NA,NA,"5","5","07-Oct","poor, BB, shB",-13.0000000000014
"318",405,"A1427",3425975,"IR12A182","IR 91051-122-1-2-3","IRRI 154/BR 29","A3524",1,"8","42",20130608,91,121,139,17,10.8,2750,NA,2404,2852,"5",NA,5,9,1,"1","1","10-Oct",NA,0
"319",70,"A1127",3522645,"IR12A183","IR 91052-4-3-1-2","IRRI 154/IRRI 143","A3271",1,"8","4",20130608,85,115,115,19,11.6,2398,NA,3006,2465,"9",NA,5,3,3,"1","5","07-Oct","leaf folder, shb",0
"320",283,"A1128",3522654,"IR12A184","IR 91052-49-1-3-2","IRRI 154/IRRI 143","A3525",1,"2","19",20130608,91,121,129,14,11.2,3061,NA,2947,3161,NA,NA,3,1,1,"1","1","09-Oct","shb",4.54747350886464e-13
"321",65,"A1129",3522660,"IR12A185","IR 91052-94-3-3-2","IRRI 154/IRRI 143","A3272",1,"9","2",20130608,91,121,129,17,11.5,2864,NA,2434,2947,"3",NA,3,1,3,"1","7","10-Oct","good ",-34.4999999999995
"322",140,"A1129",3522660,"IR12A185","IR 91052-94-3-3-2","IRRI 154/IRRI 143","A3272",2,"6","8",20130608,89,119,131,14,11.2,2921,NA,2071,3016,"3",NA,NA,NA,NA,"1"," 1/5","07-Oct",NA,34.5000000000005
"323",33,"A1130",3523682,"IR12A188","IR 91054-10-2-2-2","IRRI 154/IRRI 123","A3273",1,"10","33",20130608,81,111,109,18,10.5,2925,NA,2990,3044,NA,NA,3,3,0,"1","3","30-Sep",NA,-4.54747350886464e-13
"324",217,"A1131",3522929,"IR12A189","IR 91054-50-1-2-2","IRRI 154/IRRI 123","A3274",1,"4","19",20130608,85,115,123,14,10.4,2604,9,2136,2713,"3",NA,3,1,0,"7","5","07-Oct","Bb, shb",0
"325",90,"A1132",3522934,"IR12A190","IR 91054-77-3-3-1","IRRI 154/IRRI 123","A3275",1,"8","24",20130608,87,117,115,23,9.5,2919,NA,2588,3072,NA,NA,3,1,1,"1","1","09-Oct",NA,4.54747350886464e-13
"326",452,"A1428",3425993,"IR12A192","IR 91056-10-3-2-3","IR04A427/IR 66","A3526",1,"7","44",20130608,90,120,138,18,9.8,2273,NA,1254,2384,NA,NA,9,9,4,"1","5","14-Oct",NA,-4.54747350886464e-13
"327",505,"A1429",3425995,"IR12A193","IR 91056-20-2-3-2","IR04A427/IR 66","A3276",1,"5","57",20130608,86,116,130,18,13.1,2428,NA,2545,2453,"7","S",5,9,4,"1","5","14-Oct",NA,4.54747350886464e-13
"328",622,"A1430",3425999,"IR12A194","IR 91056-27-1-3-3","IR04A427/IR 66","A3277",1,"2","61",20130608,91,121,127,17,10,2863,NA,NA,2996,"7","S",9,9,4,"1","7","11-Oct",NA,0
"329",81,"A1133",3522679,"IR12A198","IR 91058-34-1-3-3","IR04A427/IRRI 143","A3278",1,"8","15",20130608,85,115,102,19,9.8,2405,NA,2288,2522,NA,NA,3,5,1,"1","1","03-Oct","shb, neck blast (nb)",0
"330",30,"A1134",3522682,"IR12A199","IR 91058-94-1-5-3","IR04A427/IRRI 143","A3279",1,"10","30",20130608,87,117,130,21,10.3,2674,NA,2712,2789,"5",NA,3,5,3,"1","7","03-Oct",NA,0
"331",242,"A1135",3426661,"IR12A200","IR 91060-3-2-1-2","IR04A427/IR06M139","A3280",1,"3","23",20130608,82,112,136,12,10.7,3020,NA,2862,3136,"7",NA,5,7,0,"1","5","30-Sep","rainfed-type; droopy",-4.54747350886464e-13
"332",472,"A1431",3426014,"IR12A202","IR 91061-11-1-3-3","IR04A427/MTU 1010","A3281",1,"6","43",20130608,90,120,137,21,13.5,3313,NA,3503,3332,"7","S",5,9,1,"1","1","10-Oct",NA,1.36424205265939e-12
"333",640,"A1432",3426020,"IR12A203","IR 91061-52-3-2-3","IR04A427/MTU 1010","A3282",1,"1","54",20130608,90,120,130,12,9.2,2230,NA,NA,2354,"7",NA,7,7,1,"1","7","14-Oct",NA,4.54747350886464e-13
"334",459,"A1433",3426701,"IR12A206","IR 91064-9-3-1-3","IR05A117/MTU 1010","A3283",1,"7","37",20130608,87,117,131,13,9.9,2590,NA,2505,2713,"9","S",5,3,1," 1/7","3","09-Oct","shb",0
"335",445,"A1434",3426704,"IR12A207","IR 91064-17-3-2-3","IR05A117/MTU 1010","A3527",1,"7","51",20130608,90,120,138,16,9.9,2081,NA,3186,2180,"7","S",7,3,1,"1","3","14-Oct",NA,9.09494701772928e-13
"336",147,"A1136",3522701,"IR12A210","IR 91065-31-3-1-1","IR05A117/IRRI 123","A3284",1,"6","15",20130608,89,119,134,16,10.7,2152,NA,2295,2235,"9",NA,3,1,1,"1","1","09-Oct","not so uniform",4.54747350886464e-13
"337",381,"A1435",3426148,"IR12A211","IR 91091-11-2-3-2","IR06M138/BR 802-118-4-2 (BRRI DHAN 29)","A3285",1,"9","49",20130608,90,120,140,18,11.3,1483,NA,1970,1530,"9","S",9,3,0,"1","5","14-Oct","ShB",6.82121026329696e-13
"338",220,"A1137",3426785,"IR12A217","IR 91095-47-3-2-3","IR06M139/IR 71606-1-1-4-2-3-1-2 (NSIC 110","A3286",1,"4","22",20130608,87,117,119,16,12,2319,1,2985,2373,"5",NA,5,1,3,"7","7","07-Oct","BB, seed discoloration",9.09494701772928e-13
"339",84,"A1138",3426193,"IR12A220","IR 91096-96-2-3-2","IR06M139/IRRI 123","A3528",1,"8","18",20130608,88,118,122,14,11.1,2296,NA,2263,2373,"5",NA,3,1,0,"1","1","10-Oct",NA,4.54747350886464e-13
"340",265,"A1139",3426215,"IR12A223","IR 91097-86-3-2-3","IR06M146/BR 802-118-4-2 (BRRI DHAN 29)","A3287",1,"2","1",20130608,88,118,132,17,11.5,2985,NA,2738,3072,"7","S",3,1,0,"1","5","09-Oct",NA,0
"341",457,"A1436",3426232,"IR12A227","IR 91098-4-2-3-2","IR06M146/IR 72102-4-159-1-3-3-3 (NSIC RC 112)","A3288",1,"7","39",20130608,92,122,137,17,12.1,2366,NA,1948,2418,"5","S",5,5,0,"1","7","10-Oct","shb",4.54747350886464e-13
"342",494,"A1437",3426236,"IR12A228","IR 91098-34-2-3-3","IR06M146/IR 72102-4-159-1-3-3-3 (NSIC RC 112)","A3289",1,"6","65",20130608,88,118,136,11,11.1,1898,NA,2394,1962,"5",NA,5,9,0,"1","5","10-Oct",NA,1.36424205265939e-12
"343",387,"A1564",3426240,"IR12A229","IR 91098-69-3-3-1","IR06M146/IR 72102-4-159-1-3-3-3 (NSIC RC 112)","A3290",1,"9","43",20130608,84,114,128,19,11,3193,3,2104,3304,"7",NA,5,5,1,"1","7","10-Oct",NA,101.000000000001
"344",482,"A1564",3426240,"IR12A229","IR 91098-69-3-3-1","IR06M146/IR 72102-4-159-1-3-3-3 (NSIC RC 112)","A3290",2,"6","53",20130608,83,113,127,20,10.5,2981,NA,2037,3102,"7","S",NA,NA,NA,"1","5","10-Oct"," good  ",-100.999999999999
"345",639,"A1438",3426256,"IR12A230","IR 91099-64-2-2-2","IR06M146/IRRI 123","A3291",1,"1","55",20130608,91,121,138,12,10.8,2669,NA,NA,2768,"7","S",5,9,0,"1"," 1/5","17-Oct",NA,4.54747350886464e-13
"346",446,"A1439",3426263,"IR12A231","IR 91099-91-3-2-3","IR06M146/IRRI 123","A3292",1,"7","50",20130608,81,111,139,21,12.3,2544,NA,2803,2594,"5",NA,5,9,2,"1","05-Mar","10-Oct",NA,0
"347",436,"A1440",3426267,"IR12A232","IR 91104-9-2-2-1","IR06F434/IR07F289","A3293",1,"7","60",20130608,87,117,133,17,10.9,2106,3,1768,2182,"9","S",7,9,4," 1/3","7","10-Oct","shb",4.54747350886464e-13
"348",185,"A1140",3426282,"IR12A235","IR 91106-35-3-1-1","MTU 1010/IR06M139","A6034",1,"5","14",20130608,88,118,127,14,12,2353,NA,2737,2408,"9","S",3,1,0,"1","7","10-Oct","shb",177.5
"349",312,"A1140",3426282,"IR12A235","IR 91106-35-3-1-1","MTU 1010/IR06M139","A6034",2,"1","19",20130608,90,120,135,17,11,1984,NA,1838,2053,"9","S",NA,NA,NA,"1","5","10-Oct","shb, ",-177.5
"350",26,"A1141",3426287,"IR12A236","IR 91106-59-3-1-3","MTU 1010/IR06M139","A3294",1,"10","26",20130608,89,119,119,27,11.1,2817,1,2802,2912,"7","S",5,3,4,"1","7","10-Oct","good PA, erect",-4.54747350886464e-13
"351",440,"A1441",3426293,"IR12A237","IR 91106-79-2-1-3","MTU 1010/IR06M139","A3295",1,"7","56",20130608,88,118,141,17,10.7,3027,NA,2438,3143,"9","S",9,9,0,"1","7","11-Oct","shb",0
"352",521,"A1442",3426295,"IR12A238","IR 91106-100-3-3-2","MTU 1010/IR06M139","A3296",1,"5","41",20130608,89,119,131,19,10.2,2656,NA,2818,2773,"9","S",7,7,0,"1","5","14-Oct","shb",0
"353",492,"A1443",3426298,"IR12A239","IR 91106-135-3-1-2","MTU 1010/IR06M139","A3529",1,"6","63",20130608,88,118,130,20,10,1644,NA,2142,1720,"7","S",9,7,1,"1","5","14-Oct",NA,2.27373675443232e-12
"354",232,"A1142",3426790,"IR12A242","IR 91115-10-3-1-2","NERICA 2/IRRI 154","A3298",1,"3","33",20130608,86,116,133,14,10.2,3103,NA,2098,3240,NA,NA,5,5,1,"1","1","30-Oct","very long flags",4.54747350886464e-13
"355",268,"A1143",3426797,"IR12A244","IR 91118-18-1-2-3","NERICA 6/IRRI 154","A3299",1,"2","4",20130608,90,120,127,18,11.3,2771,NA,2873,2858,NA,NA,5,5,0,"1","7","10-Oct",NA,0
"356",418,"A1444",3426814,"IR12A253","IR 91122-7-1-1-2","NERICA 6/PUSA BASMATI 1","A3530",1,"8","55",20130608,86,116,127,14,10.9,1689,NA,2278,1750,NA,NA,9,9,3,"5","5","17-Oct",NA,2.27373675443232e-13
"357",199,"A1144",3426349,"IR12A255","IR 91123-3-3-3-2","IRRI 123/IR06M139","A3300",1,"4","1",20130608,83,113,121,18,10.2,2951,4,3025,3081,NA,NA,5,3,0,"1","1","04-Oct",NA,0
"358",228,"A1145",3426355,"IR12A256","IR 91123-25-1-2-2","IRRI 123/IR06M139","A3301",1,"4","30",20130608,85,115,125,18,9.6,2938,NA,2333,3088,"3",NA,5,1,3,"1","3/5","30-Sep",NA,0
"359",398,"A1445",3426361,"IR12A258","IR 91123-68-2-2-2","IRRI 123/IR06M139","A3302",1,"8","35",20130608,89,119,129,18,11.5,3060,NA,2768,3149,"5",NA,5,5,0,"1"," 1/5","10-Oct",NA,0
"360",92,"A1146",3426364,"IR12A259","IR 91123-107-3-3-2","IRRI 123/IR06M139","A6001",1,"8","26",20130608,90,120,130,14,11.3,2747,NA,2779,2833,"7","S",3,1,3,"1","1","10-Oct","shb",0
"361",501,"A1446",3426392,"IR12A262","IR 91131-11-2-1-3","SAMBHA MAHSURI/C 2764-10-2 (PSB RC 14)","A3531",1,"5","61",20130608,96,126,123,15,10.4,1768,NA,3239,1842,"5","S",7,7,3,"1","5","14-Oct",NA,9.09494701772928e-13
"362",314,"A1147",3426424,"IR12A266","IR 91133-98-2-2-2","SWARNA/IR 72102-4-159-1-3-3-3 (NSIC RC 112)","A3303",1,"1","17",20130608,87,117,130,19,9.8,3028,2,2888,3176,NA,NA,3,1,3,"1","1","09-Oct","few off types",1.36424205265939e-12
"363",454,"A1565",3426843,"IR12A268","IR 91136-39-2-2-1","THADOKKHAM 1/IRRI 154","A3304",1,"7","42",20130608,90,120,127,16,12.3,2951,NA,2268,3009,"5","S",5,3,0,"1","5","14-Oct",NA,65.0000000000005
"364",592,"A1565",3426843,"IR12A268","IR 91136-39-2-2-1","THADOKKHAM 1/IRRI 154","A3304",2,"3","36",20130608,91,121,127,20,10.5,2766,NA,NA,2879,"5",NA,NA,NA,NA,"1","5","14-Oct",NA,-64.9999999999995
"365",471,"A1447",3426505,"IR12A272","IR 91533-4-2-1-2","IR07F287/IR 77298-14-1-2-10//TAK RATIA","A3532",1,"6","42",20130608,95,125,132,14,10.3,2314,NA,2873,2414,NA,NA,9,9,1,"1","5","14-Oct","erect broad flags",0
"366",422,"A1448",3426937,"IR12A274","IR 92237-28-3-2-2","IRRI 145/TEQING","A3305",1,"8","59",20130608,88,118,110,18,10,2051,NA,2536,2146,NA,NA,7,9,1,"1","5","14-Oct","poor;aborted tips",-4.54747350886464e-13
"367",1,"A1148",3427008,"IR12A282","IR 92240-40-2-2-1","IR03A550/TEQING","A3306",1,"10","1",20130608,84,114,119,22,11,3098,NA,3098,3206,"9","S",5,1,1,"1","3","13-Oct"," good flags,erect, shblight",15.5000000000023
"368",278,"A1148",3427008,"IR12A282","IR 92240-40-2-2-1","IR03A550/TEQING","A3306",2,"2","14",20130608,85,115,121,14,10.2,3041,NA,2802,3175,"5","S",NA,NA,NA,"1","5","07-Oct"," heavy; many grains",-15.4999999999977
"369",512,"A1566",3427030,"IR12A286","IR 92241-51-1-2-2","IRRI 154/TEQING","A6031",1,"5","50",20130608,87,117,124,18,10.5,3186,NA,2647,3316,"7","S",7,7,1,"1","5","10-Oct","few segregation, shb",274.000000000001
"370",570,"A1566",3427030,"IR12A286","IR 92241-51-1-2-2","IRRI 154/TEQING","A6031",2,"3","58",20130608,86,116,137,13,13.2,2742,NA,2202,2768,"9","S",NA,NA,NA,"1","7","11-Oct","BB, shb",-273.999999999999
"371",46,"A1149",3427035,"IR12A287","IR 92241-69-2-3-1","IRRI 154/TEQING","A3307",1,"9","21",20130608,91,121,126,19,11.1,2790,NA,2100,2884,NA,NA,3,1,1,"1","7","10-Oct","few off types",0
"372",109,"A1150",3427039,"IR12A288","IR 92241-85-2-3-2","IRRI 154/TEQING","A3308",1,"7","24",20130608,88,118,128,14,10.5,2779,NA,2323,2892,NA,NA,3,3,0,"1","5","09-Oct","erect",4.54747350886464e-13
"373",633,"A1449",3427045,"IR12A289","IR 92242-6-3-3-2","IR04A427/TEQING","A3533",1,"1","61",20130608,93,123,137,12,10.9,3060,NA,NA,3170,NA,NA,5,9,0,"1","5","20-Oct","ok",1.36424205265939e-12
"374",464,"A1450",3427055,"IR12A291","IR 92242-44-1-1-3","IR04A427/TEQING","A3309",1,"6","35",20130608,89,119,124,14,10.3,2866,NA,1858,2989,NA,NA,5,9,0,"1","5","09-Oct","very compact",4.54747350886464e-13
"375",657,"A1451",3427129,"IR12A294","IR 92248-26-2-2-2","IR06M138/TEQING","A3310",1,"1","37",20130608,88,118,135,16,9.8,2524,NA,NA,2647,"9",NA,5,3,0,"1","5","19-Oct",NA,0
"376",431,"A1452",3427138,"IR12A295","IR 92249-6-3-2-2","IR06M139/TEQING","A3311",1,"7","65",20130608,90,120,128,13,10.1,2692,NA,1898,2814,"9","S",5,5,0,"1","7","14-Oct","shb",0
"377",97,"A1151",3427145,"IR12A296","IR 92249-41-1-3-3","IR06M139/TEQING","A3312",1,"8","31",20130608,80,110,118,12,10.5,2288,NA,2850,2381,NA,NA,5,9,0,"1","5","30-Sep","shb",0
"378",350,"A1453",3427199,"IR12A298","IR 92270-15-2-3-3","IR 68897 B/IR 73013-95-1-3-2 R","A3534",1,"10","53",20130608,80,110,127,17,11,1932,NA,2844,1999,"7","S",5,5,0,"1","5","10-Oct","shb",1.36424205265939e-12
"379",323,"A1152",3427205,"IR12A299","IR 92270-29-1-2-3","IR 68897 B/IR 73013-95-1-3-2 R","A3313",1,"1","8",20130608,88,118,128,18,10.4,2520,NA,1793,2625,"5","S",5,5,3,"1","7","10-Oct",NA,0
"380",252,"A1153",3427217,"IR12A301","IR 92270-105-2-2-3","IR 68897 B/IR 73013-95-1-3-2 R","A3314",1,"3","13",20130608,80,110,128,16,10,1699,NA,2786,1778,"7","S",5,5,0,"1","5","01-Oct",NA,1.59161572810262e-12
"381",127,"A1154",3427234,"IR12A302","IR 92271-86-3-2-2","IR 70369 B/IR 72889-46-3-2-1 R","A6014",1,"7","6",20130608,87,117,127,19,11,3019,NA,2676,3124,"9","S",5,3,3,"1","7","07-Oct",NA,256.5
"382",173,"A1154",3427234,"IR12A302","IR 92271-86-3-2-2","IR 70369 B/IR 72889-46-3-2-1 R","A6014",2,"5","26",20130608,89,119,133,18,10.8,2517,NA,2491,2611,"7",NA,NA,NA,NA,"1","7","07-Oct",NA,-256.5
"383",626,"A1454",3425501,"IR12A313","IR 90203-129-2-1-1-3","IRRI 168/IR 65482-4-136-2-2-B//JANAKI","A3535",1,"2","65",20130608,90,120,130,17,10.8,1812,2,1841,1879,"7","S",5,5,3,"1","7","17-Oct","shb",1.81898940354586e-12
"384",531,"A1455",3523426,"IR12A318","IR 91034-39-2-2-2","IR02N211/IRRI 143","A3315",1,"4","36",20130608,94,124,112,20,10.5,2360,2,2135,2456,"7","S",5,5,4,"1","5","14-Oct",NA,-4.54747350886464e-13
"385",659,"A1456",3425884,"IR12A325","IR 91043-4-3-1-2","IRRI 150/IR07F287","A3536",1,"1","35",20130608,90,120,126,20,11.5,1518,NA,NA,1562,"9",NA,5,5,4,"1","7","14-Oct","shb",-1.36424205265939e-12
"386",530,"A1567",3425945,"IR12A327","IR 91051-1-3-2-3","IRRI 154/BR 29","A6403",1,"4","35",20130608,104,134,127,15,11.2,1924,NA,2876,1987,NA,NA,9,9,0,"1","05-Mar","17-Oct","BB( severe)",97.9999999999998
"387",621,"A1567",3425945,"IR12A327","IR 91051-1-3-2-3","IRRI 154/BR 29","A6403",2,"2","60",20130608,104,134,127,11,10,1711,NA,NA,1791,NA,NA,NA,NA,NA,"7","3",NA,"poor, BB (9)",-98.0000000000002
"388",586,"A1457",3425963,"IR12A328","IR 91051-78-2-3-3","IRRI 154/BR 29","A3537",1,"3","42",20130608,95,125,121,16,9,2702,1,2724,2859,"7","S",7,5,1,"1","7","17-Oct","Bb",0
"389",375,"A1568",3425965,"IR12A329","IR 91051-102-1-2-2","IRRI 154/BR 29","A3538",1,"9","55",20130608,89,119,131,18,10.9,2603,NA,2541,2697,"7","S",7,9,0,"1","5","17-Oct",NA,-405.499999999999
"390",409,"A1568",3425965,"IR12A329","IR 91051-102-1-2-2","IRRI 154/BR 29","A3538",2,"8","46",20130608,89,119,124,17,10.8,3382,NA,2485,3508,NA,NA,NA,NA,NA,"1","5","14-Oct",NA,405.500000000001
"391",588,"A1458",3425980,"IR12A330","IR 91051-136-2-2-2","IRRI 154/BR 29","A6041",1,"3","40",20130608,93,123,148,18,11.3,2647,NA,NA,2730,"9","S",7,7,3,"1","3/5","14-Oct",NA,4.54747350886464e-13
"392",230,"A1155",3523687,"IR12A331","IR 91054-25-3-2-1","IRRI 154/IRRI 123","A3539",1,"4","32",20130608,92,122,121,16,10.9,3011,6,2218,3120,"3",NA,3,3,1,"1","1","10-Oct",NA,-40.4999999999991
"393",287,"A1155",3523687,"IR12A331","IR 91054-25-3-2-1","IRRI 154/IRRI 123","A3539",2,"2","23",20130608,92,122,121,18,10.1,3062,NA,2277,3201,"3",NA,NA,NA,NA,"1","1","04-Oct",NA,40.5000000000009
"394",613,"A1459",3522672,"IR12A334","IR 91058-1-1-2-2","IR04A427/IRRI 143","A3540",1,"2","52",20130608,93,123,116,16,10.5,2891,NA,NA,3009,NA,NA,5,7,3,"1","7","14-Oct",NA,0
"395",554,"A1460",3522709,"IR12A337","IR 91065-68-1-3-3","IR05A117/IRRI 123","A3541",1,"4","59",20130608,98,128,125,14,10.8,2037,NA,2586,2113,NA,NA,7,9,0,"1","5","17-Oct",NA,1.36424205265939e-12
"396",371,"A1461",3523059,"IR12A339","IR 91103-6-2-2-3","IR06A144/IR05F102","A3316",1,"9","59",20130608,92,122,123,18,10.9,2184,NA,2454,2263,"7","S",5,5,0,"1","5","14-Oct",NA,1.36424205265939e-12
"397",463,"A1462",3523061,"IR12A340","IR 91103-27-2-3-2","IR06A144/IR05F102","A3317",1,"6","34",20130608,91,121,118,15,10.9,2944,NA,2663,3050,"5","S",5,7,0,"1","3","03-Oct","shb",0
"398",349,"A1463",3523065,"IR12A341","IR 91103-53-2-3-3","IR06A144/IR05F102","A3318",1,"10","52",20130608,90,120,123,18,12.4,2786,NA,2590,2838,"7","S",5,7,0,"1","5","17-Oct","shb",-4.54747350886464e-13
"399",417,"A1464",3523067,"IR12A342","IR 91103-86-3-1-2","IR06A144/IR05F102","A3319",1,"8","54",20130608,90,120,124,18,10.9,2492,NA,2488,2582,"9","S",5,7,0,"1","5","10-Oct","shb",0
"400",174,"F1156",3384693,"IR12F257","IR 90105-SUB 26-2-2-2","IRRI 154/IR 70213-9-CPA 12-UBN 2-1-3-1","F3671",1,"5","25",20130608,88,118,124,21,9.6,2287,1,2934,2404,"3",NA,5,3,3,"1","7","07-Oct","late; not so uniform",4.54747350886464e-13
"401",498,"B1465",3272343,"IR12N106","IR 88718-51-2-1-1-3","IR 73711-130-1-3-1/IRRI 145","B3626",1,"5","64",20130608,94,124,132,14,9.9,1981,NA,2734,2075,"5",NA,3,7,1,"1","1","17-Oct",NA,9.09494701772928e-13
"402",649,"B1466",3272373,"IR12N108","IR 88736-64-2-3-2-3","IR02N195/IRRI 145","B3627",1,"1","45",20130608,96,126,141,13,10.2,2550,NA,NA,2663,"5",NA,5,5,0,"3","5","14-Oct",NA,0
"403",573,"B1467",3272357,"IR12N110","IR 89198-15-2-2-2-2","IR05N173/IR BB 60-1//IR02W101","B3628",1,"3","55",20130608,95,125,133,16,9.2,1918,NA,2569,2025,"5","S",5,9,1,"1","1","17-Oct",NA,9.09494701772928e-13
"404",578,"B1468",3348130,"IR12N111","IR 90207-138-2-3-2","IR 72903-99-2-3-2/IR 65482-4-136-2-2-B//IR 65620-192-3-3-3-2","B3629",1,"3","50",20130608,95,125,120,21,11.8,2604,NA,NA,2671,"7",NA,5,9,1,"1","3","17-Oct",NA,0
"405",251,"B1157",3346776,"IR12N112","IR 90211-18-1-3-3","IR 74286-107-2-3/IR 68552-100-1-2-2//NSIC RC 158","B3630",1,"3","14",20130608,100,130,128,19,8.9,2243,7,2136,2376,"5",NA,5,3,1,"1","1","17-Oct","false smut",0
"406",540,"B1469",3346779,"IR12N113","IR 90211-89-3-1-3","IR 74286-107-2-3/IR 68552-100-1-2-2//NSIC RC 158","B3631",1,"4","45",20130608,95,125,132,14,9.2,2495,NA,1711,2634,NA,NA,7,9,0,"1","5","10-Oct","BB (7)",0
"407",175,"B1158",3347450,"IR12N121","IR 90221-110-2-1-1","IR05N204/IR02W101//IR 65620-192-3-3-3-2","B3366",1,"5","24",20130608,88,118,125,14,9.9,2957,NA,2523,3098,"5",NA,5,5,1,"1","5","10-Oct","good, erect, shb",4.54747350886464e-13
"408",461,"B1470",3347461,"IR12N122","IR 90221-140-2-3-3","IR05N204/IR02W101//IR 65620-192-3-3-3-2","B3632",1,"7","35",20130608,92,122,109,16,10.5,2799,2,3174,2913,NA,NA,5,9,1,"3","7","09-Oct","ok",0
"409",441,"B1471",3347484,"IR12N124","IR 90227-178-3-2-2","IR 72164-348-6-2-2-2/IR 65620-192-3-3-3-2//IR BB 60-1","B3633",1,"7","55",20130608,95,125,134,17,9.2,1970,NA,2443,2080,"9","S",7,5,1,"1","1","17-Oct",NA,1.81898940354586e-12
"410",280,"B1159",3273150,"IR12N125","IR 90230-67-3-1-2","IR 73439-11-1-3-1/IR 65482-4-136-2-2-B//OM 4498","B3367",1,"2","16",20130608,89,119,122,22,10.1,2821,NA,2671,2949,NA,NA,3,1,5,"1","1","04-Oct",NA,0
"411",159,"B1160",3273152,"IR12N126","IR 90230-73-1-3-1","IR 73439-11-1-3-1/IR 65482-4-136-2-2-B//OM 4498","B3368",1,"6","27",20130608,88,118,116,17,10.2,2612,NA,2817,2727,NA,NA,3,7,4,"1","1","09-Oct",NA,0
